approach	อัปโพรช	ยังไม่มีในระบบ
approve	อัปรูฟ	ยังไม่มีในระบบ
aquarium	อะควาเรียม	อะแควเรียม
arabic	อาระบิก	
arc	อาร์ก	ยังไม่มีในระบบ
arcade	อาร์เคด	
archbishop	อาร์ชบิชอป	
architecture	อาร์คิเทกเชอร์	
archives	อาร์ไคฟส์	ยังไม่มีในระบบ
arena	อารีนา	
argument	อาร์กิวเมนต์	ยังไม่มีในระบบ
arm	อาร์ม	
armchair	อาร์มแชร์	
aroma	อะโรมา	
aroma therapy	อะไรมาเทราปี	ยังไม่มีในระบบ
arrange	อาร์เรนจ์	ยังไม่มีในระบบ
arrival	อาร์ไรวัล	ยังไม่มีในระบบ
art	อาร์ต	ยังไม่มีในระบบ
art gallery	อาร์ตแกลเลอรี	ยังไม่มีในระบบ
article	อาร์ติเคิล	ยังไม่มีในระบบ
artist	อาร์ตทิสต์	ยังไม่มีในระบบ
art work	อาร์ตเวิร์ก	
aspirin	แอสไพริน	
asset	แอสเซต	
assign	อัสไซน์	ยังไม่มีในระบบ
associate	แอสโซซีเอต	
aster	แอสเตอร์	
atom	อะตอม	
attack	อัตแทก	ยังไม่มีในระบบ
attend	อัตเทนต์	ยังไม่มีในระบบ
attitude	แอตติจูด	
audience	ออเดียนซ์	ยังไม่มีในระบบ
audit	ออดิต	
audition	ออดิชัน	ยังไม่มีในระบบ
aura	ออรา	
authority	ออทอริตี	
auto	ออโต	
autobiography	ออโตไบโอกราฟี	ยังไม่มีในระบบ
automatic	ออโตแมติก	ยังไม่มีในระบบ
automation	ออโตเมชัน	
autumn	ออทัมน์	
average	แอฟเวอเรจ	ยังไม่มีในระบบ
award	อะวอร์ด	
awesome	ออว์ซัม	ยังไม่มีในระบบ
baby boom	เบบีบูม	ยังไม่มีในระบบ
baby face	เบบีเฟซ	ยังไม่มีในระบบ
babysit	เบบีซิต	ยังไม่มีในระบบ
babysitter	เบบีซิตเตอร์	ยังไม่มีในระบบ
baby walker	เบบีวอล์กเกอร์	ยังไม่มีในระบบ
backdrop	แบ็กดร็อป	
background	แบ็กกราวนด์	
backhand	แบกแฮนด์	
backpack	แบกแพก	แบ็กแพ็ก
backpacker	แบกแพกเกอร์	ยังไม่มีในระบบ
back up	แบกอัป	แบ็กอัป
backyard	แบกยาร์ด	แบ็กยาร์ด
bacteria	แบคทีเรีย	
bad boy	แบดบอย	ยังไม่มีในระบบ
badge	แบดจ์	
badminton	แบดมินตัน	
baggage	แบกเกจ	
bakery	เบเกอรี	
balance	บาลันซ์	
balcony	บัลโคนี	แบลโคนี
ball	บอล	
ballad	แบลลัด	
ballet	บัลเลต์	
balloon	บอลลูน	
ballroom	บอลรูม	
balm	บาล์ม	
ban	แบน	ยังไม่มีในระบบ
band	แบนด์	
bank	แบงก์	
bankrupt	แบงก์รัปต์	ยังไม่มีในระบบ
banquet	แบงเคว็ต	
bar	บาร์	ยังไม่มีในระบบ
bar beer	บาร์เบียร์	ยังไม่มีในระบบ
barbell	บาร์เบล	
barber	บาร์เบอร์	
bar code	บาร์โคด	
baron	บารอน	
baroque	บารอก	
barrel	บาร์เรล	
barrier	แบร์รีเออร์	ยังไม่มีในระบบ
bartender	บาร์เทนเดอร์	
barter	บาร์เตอร์	
base	เบส	
basement	เบสเมนต์	
basic	เบซิก	เบสิก
basketball	บาสเกตบอล	
bass	เบส	
batic	บาติก	
battery	แบตเตอรี่	
battle	แบตเทิล	แบ็ตเทิล
bazaar	บาซาร์	
beach	บีช	
beat	บีต	
beauty	บิวตี	
beauty salon	บิวตีซาลอน	ยังไม่มีในระบบ
beer	เบียร์	
beer garden	เบียร์การ์เดน	
beginner	บีกินเนอร์	บิกินเนอร์
behavior	บีเฮฟวีเออร์	ยังไม่มีในระบบ
beige	เบจ	
bellboy	เบลบอย	
benefit	เบเนฟิต	
benzine	เบนซิน	
beret	เบเรต์	
bestseller	เบสต์เซลเลอร์	
beta	บีตา	
beverage	เบฟเวอเรจ	
bias	ไบอัส	ยังไม่มีในระบบ
bibliography	บีบลีโอกราฟี	ยังไม่มีในระบบ
bibliomania	บีบลีโอมาเนีย	ยังไม่มีในระบบ
big	บิ๊ก	บิก
bikini	บิกินี	
bill	บิล	
billboard	บิลบอร์ด	
billiards	บิลเลียด	
billionaire	บิลเลียนแนร์	ยังไม่มีในระบบ
binary	ไบนารี	ยังไม่มีในระบบ
bingo	บิงโก	
bio-data	ไบโอดาตา	ยังไม่มีในระบบ
biography	ไบโอกราฟี	ยังไม่มีในระบบ
birdie	เบอร์ดี	
birthday	เบิร์ทเดย์	
bisexual	ไบเซ็กชวล	
bishop	บิชอป	
bit	บิต	ยังไม่มีในระบบ
black	แบล็ก	
blacklist	แบล็กลิสต์	
blackmail	แบล็กเมล	
black-tie	แบล็กไท	
blame	เบลม	
blank	แบลงก์	
blast	บลาสต์	
blazer	เบลเซอร์	
bleed	บลีด	
bleeding	บลีดดิง	ยังไม่มีในระบบ
blend	เบลนด์	
blender	เบลนเดอร์	
blind date	ไบลนด์เดต	ยังไม่มีในระบบ
block	บล็อก	
blogger	บล็อกเกอร์	
blond	บลอนด์	
blossom	บลอสซัม	
blue	บลู	
blue collar	บลูคอลลาร์	ยังไม่มีในระบบ
bluetooth	บลูทูท	
bluff	บลัฟ	
blur	เบลอร์	
blushon	บลัชออน	
board	บอร์ด	
boat	โบต	
body	บอดี	
bodyguard	บอดีการ์ด	
bogie	โบกี	
boing	โบอิง	
bomb	บอมบ์	
bonsai	บอนไซ	บนไซ
bonus	โบนัส	
book	บุ๊ก	
bookie	บุกกี	ยังไม่มีในระบบ
boom	บูม	ยังไม่มีในระบบ
boomerang	บูเมอแรง	
boost	บูสต์	
boot	บูต	
booth	บูท	
borax	บอแรกซ์	
boron	บอรอน	โบรอน
boss	บอส	
both	โบท	ยังไม่มีในระบบ
botox	โบท็อกซ์	ยังไม่มีในระบบ
boutique	บูทีก	บูติก
bow	โบ	
bowl	โบวล์	
box	บอกซ์	
boxer	บอกเซอร์	
boycott	บอยคอต	บอยคอตต์
bra	บรา	ยังไม่มีในระบบ
brake	เบรก	
brand	แบรนด์	
brand name	แบรนด์เนม	
brandy	บรั่นดี	
brassiere	บราเซียร์	
break	เบรก	
bridge	บริดจ์	
brief	บรีฟ	
bright	ไบรต์	
broadcast	บรอดคาสต์	
brochure	โบรชัวร์	
broker	โบรกเกอร์	
bronze	บรอนซ์	
buddy	บัดดี	
budget	บัดเจต	บัดเจด
buffet	บุฟเฟต์	
building	บิลดิง	
built	บิลต์	
built-in	บิลต์อิน	
bump	บัมป์	
bungalow	บังกะโล	
bunker	บังเกอร์	
burger	เบอร์เกอร์	
business	บิซิเนส	
bus lane	บัสเลน	ยังไม่มีในระบบ
buy	บาย	
bypass	บายพาส	ยังไม่มีในระบบ
byte	ไบต์	
cabaret	คาบาเรต์	
cabin	เคบิน	
cable	เคเบิล	
cable TV	เคเบิลทีวี	ยังไม่มีในระบบ
caddy	แคดดี	ยังไม่มีในระบบ
cadet	คาเดต	
cafe	คาเฟ	
cafeteria	คาเฟทีเรีย	
caffeine	กาเฟอีน	
cake	เค้ก	
calcium	แคลเซียม	
calculus	แคลคูลัส	
call center	คอลเซนเตอร์	
calorie	แคลอรี	
camp	แคมป์	
campaign	แคมเพน	
campus	แคมปัส	
cancel	แคนเซิล	
candidate	แคนดิเดต	
candy	แคนดี	
cannon	แคนนอน	
canoe	คานู	
canteen	แคนทีน	
cap	แก๊ป	แคป
capsule	แคปซูล	
captain	กัปตัน	
caption	แคปชัน	
capture	แคปเชอร์	
carat	กะรัต	
caravan	คาราวาน	
carbon	คาร์บอน	
carbon dioxide	คาร์บอนไดออกไซด์	
card	การ์ด	
cardinal	คาร์ดินัล	
care	แคร์	
carnival	คาร์นิวัล	
carol	แครอล	
carpet	คาร์เพต	
car seat	คาร์ซีต	
cartoon	การ์ตูน	
case	เคส	
cashier	แคชเชียร์	
casino	กาสิโน	
cassette	แคสเซต	ยังไม่มีในระบบ
catalog	แค็ตตาล็อก	
catholic	คาทอลิก	
cd-rom	ซีดีรอม	
cell	เซลล์	
cello	เชลโล	
cellulose	เซลลูโลส	
celsius	เซลเซียส	
cement	ซีเมนต์	
censor	เซนเซอร์	
cent	เซนต์	ยังไม่มีในระบบ
center	เซนเตอร์	
CEO	ซีอีโอ	ยังไม่มีในระบบ
ceramic	เซรามิก	
chalk	ชอล์ก	
champ	แชมป์	
champion	แชมเปียน	
champoo	แชมพู	ยังไม่มีในระบบ
channel	แชนเนล	
character	แครักเตอร์	
charge	ชาร์จ	
chart	ชาร์ต	
chassis	แชสซี	
chauffeur	โชเฟอร์	
check	เช็ก	
check-in	เช็กอิน	
checklist	เช็กลิสต์	
checkout	เช็กเอาต์	
cheer	เชียร์	
chef	เชฟ	
cheque	เช็ค	
chic	ชิก	
chip	ชิป	
chlorine	คลอรีน	
chlorophyll	คลอโรฟิลล์	
chocolate	ช็อกโกแลต	
choice	ชอยซ์	
choke	โช้ก	
cholesterol	คอเลสเตอรอล	คอเลสเทอรอล
chord	คอร์ด	
chorus	คอรัส	
christmas	คริสต์มาส	
chromosome	โครโมโซม	
cider	ไซเดอร์	
cigar	ซิการ์	
cigarette	ซิกาเรต	ซิกาแร็ต/ซิกาเร็ตต์
cinema	ซิเนมา	
cinnamon	ซินนามอน	
civilize	ซิวิไลซ์	ซิวไลซ์
claim	เคลม	
class	คลาส	
classic	คลาสสิก	
clear	เคลียร์	
click	คลิก	
climax	ไคลแมกซ์	
clinic	คลินิก	
clip	คลิป	
clone	โคลน	ยังไม่มีในระบบ
club	คลับ	
club house	คลับเฮาส์	
clutch	คลัตช์	
coach	โคช	
coat	โคต	
coca	โคคา	ยังไม่มีในระบบ
coccus	ค็อกคัส	
cock	ก๊อก	
cocktail	ค็อกเทล	
cocoa	โกโก้	ยังไม่มีในระบบ
code	โคด	
coffee	คอฟฟี	ยังไม่มีในระบบ
coke	โค้ก	ยังไม่มีในระบบ
cold	โคลด์	
collection	คอลเลกชัน	
colour	คัลเลอร์	
column	คอลัมน์	
columnist	คอลัมนนิสต์	
coma	โคม่า	
combat	คอมแบต	
comeback	คัมแบก	ยังไม่มีในระบบ
comedy	คอเมดี	
comfort	คอมฟอร์ต	
comic	คอมิก	
command	คอมมานด์	ยังไม่มีในระบบ
commando	คอมมานโด	คอมมานด์
comment	คอมเมนต์	
commission	คอมมิสชัน	
common	คอมมอน	ยังไม่มีในระบบ
commonsense	คอมมอนเซนส์	
commonwealth	คอมมอนเวลท์	ยังไม่มีในระบบ
communist	คอมมิวนิสต์	
community	คอมมูนิตี	
compact	คอมแพกต์	
company	คัมพานี	
complain	คอมเพลน	
computer	คอมพิวเตอร์	
concept	คอนเซปต์	
concert	คอนเสิร์ต	
concord	คองคอร์ด	ยังไม่มีในระบบ
concrete	คอนกรีต	
condominium	คอนโดมิเนียม	
conductor	คอนดักเตอร์	ยังไม่มีในระบบ
cone	โคน	ยังไม่มีในระบบ
conference	คอนเฟอเรนซ์	ยังไม่มีในระบบ
conflict	คอนฟลิกต์	
connection	คอนเนกชัน	คอนเน็กชัน
consul	กงสุล	ยังไม่มีในระบบ
consulting	คอนซัลติง	
consumer	คอนซูมเมอร์	คอนซูเมอร์
contact	คอนแทกต์	ยังไม่มีในระบบ
contact lens	คอนแทกต์เลนส์	คอนแท็กต์เลนส์
container	คอนเทนเนอร์	
contemporary	คอนเทมเพอรารี	คอมเทมพอรารี
content	คอนเทนต์	
contest	คอนเทสต์	
continue	คอนทินิว	
contrast	คอนทราสต์	
control	คอนโทรล	
convent	คอนเวนต์	คอนแวนต์
convert	คอนเวิร์ต	
cook	กุ๊ก	
cookie	คุกกี้	
cool	คูล	ยังไม่มีในระบบ
cooler	คูลเลอร์	
coordinate	โคออร์ดิเนต	
copy	ก๊อบปี้	
corner	คอร์เนอร์	
corporation	คอร์เพอเรชัน	
correct	คอร์เรกต์	
corruption	คอร์รัปชัน	
cosmetics	คอสเมติกส์	
cosmic	คอสมิก	
cosplay	คอสเพลย์	
cost	คอสต์	
count	เคานต์	
counter	เคาน์เตอร์	
country	คันทรี	
coupon	คูปอง	
course	คอร์ส	
court	คอร์ต	
cover	คัฟเวอร์	
cowboy	คาวบอย	
coyote	โคโยตี	ยังไม่มีในระบบ
cracker	แครกเกอร์	
craft	คราฟต์	
crazy	เครซี	
cream	ครีม	
creative	ครีเอทีฟ	
credit	เครดิต	
credit card	เครดิตการ์ด	
crochet	โครเชต์	
cross-stitch	ครอสสติตช์	
crusade	ครูเซด	
cube	คิวบ์	ยังไม่มีในระบบ
cubic	คิวบิก	
cue	คิว	ยังไม่มีในระบบ
cuisine	ควีซีน	ยังไม่มีในระบบ
culture	คัลเชอร์	
cup	คัป	
cupid	คิวพิด	
curfew	เคอร์ฟิว	
cursor	เคอร์เซอร์	ยังไม่มีในระบบ
curve	เคิร์ฟ	
customer	คัสโตเมอร์	
cut	คัต	
cutout	คัตเอาต์	
cutter	คัตเตอร์	
cyber	ไซเบอร์	
cycle	ไซเคิล	ไซเกิล
cyclone	ไซโคลน	
cyder	ไซเดอร์	
czar	ซาร์	
D.J.	ดีเจ	
dance	แดนซ์	
dancer	แดนเซอร์	
data	ดาตา	
date	เดต	
d-day	ดีเดย์	
dead	เดด	ยังไม่มีในระบบ
deadline	เดดไลน์	ยังไม่มีในระบบ
deal	ดีล	
dealer	ดีลเลอร์	
debate	ดิเบต	
debit	เดบิต	
debit card	เดบิตการ์ด	ยังไม่มีในระบบ
decade	เดเคด	ยังไม่มีในระบบ
decor	เดคอร์	
degree	ดีกรี	ยังไม่มีในระบบ
delay	ดีเลย์	
delete	ดีลีต	
delicate	เดลิเคต	ยังไม่มีในระบบ
delivery	ดิลิฟเวอรี	ดิลิเวอรี
delta	เดลตา	
deluxe	ดีลักซ์	
demand	ดีมานด์	
demo	เดโม	
department store	ดีพาร์ตเมนต์สตอร์	
depression	ดีเปรสชัน	
derby	ดาร์บี	
design	ดีไซน์	ดิไซน์
designer	ดีไซเนอร์	ดิไซเนอร์
desktop	เดสก์ทอป	เดสก์ท็อป
detox	ดีทอกซ์	ยังไม่มีในระบบ
devil	เดวิล	
dialogue	ไดอะลอก	
diary	ไดอะรี	
dictionary	ดิกชันนารี	ยังไม่มีในระบบ
diesel	ดีเซล	
diet	ไดเอต	
digest	ไดเจสต์	
digital	ดิจิทัล	
dinner	ดินเนอร์	
dinosaur	ไดโนเสาร์	
diploma	ดิโพลมา	
direct	ไดเรกต์	
director	ไดเรกเตอร์	ยังไม่มีในระบบ
disc	ดิสก์	
discharge	ดิสชาร์จ	ยังไม่มีในระบบ
disco	ดิสโก	
discotheque	ดิสโกเทก	
discount	ดิสเกานต์	ยังไม่มีในระบบ
diskette	ดิสเกต	
doctor	ดอกเตอร์	
document	ดอกคิวเมนต์	
dolby	ดอลบี	
dollar	ดอลลาร์	
dome	โดม	
domain	โดเมน	ยังไม่มีในระบบ
dominant	ดอมินันต์	
domino	ดอมิโน	
dope	โดป	
dose	โดส	
dot	ดอต	
double	ดับเบิล	
down	ดาวน์	
download	ดาวน์โหลด	
draft	ดราฟต์	
drama	ดรามา	ยังไม่มีในระบบ
drink	ดริงก์	
drive	ไดรฟ์	
driver	ไดรฟ์เวอร์	ยังไม่มีในระบบ
drop	ดร็อป	
drum	ดรัม	ยังไม่มีในระบบ
dry	ดราย	
duchess	ดัชเชส	ยังไม่มีในระบบ
duet	ดิวเอต	
dump	ดัมป์	
duo	ดูโอ	ยังไม่มีในระบบ
dutch	ดัตช์	
duty	ดิวตี	ยังไม่มีในระบบ
duty-free	ดิวตีฟรี	ยังไม่มีในระบบ
dynamic	ไดแนมิก	ไดนามิก
dynamo	ไดนาโม	
east	อีสต์	ยังไม่มีในระบบ
easy	อีซี	ยังไม่มีในระบบ
e-book	อีบุ๊ก	ยังไม่มีในระบบ
echo	เอกโค	ยังไม่มีในระบบ
e-commerce	อีคอมเมิร์ซ	
edit	เอดิต	ยังไม่มีในระบบ
effect	เอฟเฟกต์	
ego	อีโก	
e-learning	อีเลิร์นนิง	ยังไม่มีในระบบ
electron	อิเล็กตรอน	
electronics	อิเล็กทรอนิกส์	
element	เอลิเมนต์	ยังไม่มีในระบบ
e-mail	อีเมล	
emotion	อีโมชัน	
empire	เอมไพร์	ยังไม่มีในระบบ
employment	เอมพลอยเมนต์	
encyclopaedia	เอนไซโคลพีเดีย	
energy	เอเนอร์จี	
enjoy	เอนจอย	
enterprise	เอนเตอร์ไพรส์	เอนเทอร์ไพรส์
entertain	เอนเตอร์เทน	ยังไม่มีในระบบ
entertainer	เอนเตอร์เทนเนอร์	ยังไม่มีในระบบ
entertainment	เอนเตอร์เทนเมนต์	เอนเทอร์เทนเมนต์
entrance	เอนทรานซ์	
environment	เอนไวรอนเมนต์	
enzyme	เอนไซม์	
EQ	อีคิว	ยังไม่มีในระบบ
era	เอรา	ยังไม่มีในระบบ
erotic	อีรอติก	ยังไม่มีในระบบ
escort	เอสกอร์ต	ยังไม่มีในระบบ
esquire	เอสไกวร์	ยังไม่มีในระบบ
ethics	เอทิกส์	
e-ticket	อีทิกเกต	ยังไม่มีในระบบ
evaluation	อีแวลูเอชัน	
event	อีเวนต์	
evolution	อีโวลูชัน	
example	เอกแซมเพิล	
exciting	เอกไซติง	เอกซ์ไซติง
exclusive	เอกซ์คลูซิฟ	
executive	เอกเซกคิวทิฟ	
exercise	เอกเซอร์ไซส์	
exhibition	เอกซิบิชัน	
exit	เอกซิต	
exit poll	เอกซิตโพล	ยังไม่มีในระบบ
expert	เอกซ์เพิร์ต	
expire	เอกซ์ไพร์	ยังไม่มีในระบบ
expo	เอกซ์โป	ยังไม่มีในระบบ
export	เอกซ์พอร์ต	
express	เอกซ์เพรส	
expressway	เอกซ์เพรสเวย์	ยังไม่มีในระบบ
extra	เอกซ์ทรา	
extract	เอกซ์แทรกซ์	เอกซ์แทร็กต์
extreme	เอกซ์ทรีม	เอ็กซ์ตรีม
eyeliner	อายไลเนอร์	
eyeshadow	อายแชโดว์	
face	เฟซ	ยังไม่มีในระบบ
facebook	เฟซบุ๊ก	
fact	แฟกต์	
factor	แฟกเตอร์	ยังไม่มีในระบบ
factory	แฟกเทอรี	
fade	เฟด	
fail	เฟล	ยังไม่มีในระบบ
fair	แฟร์	
fake	เฟก	ยังไม่มีในระบบ
family	แฟมิลี	
fan	แฟน	ยังไม่มีในระบบ
fanclub	แฟนคลับ	
fancy	แฟนซี	
fantasy	แฟนทาซี	
farm	ฟาร์ม	
fascist	ฟาสซิสต์	
fashion	แฟชั่น	
fast	ฟาสต์	ยังไม่มีในระบบ
fast food	ฟาสต์ฟูด	
fatherland	ฟาเทอร์แลนด์	ยังไม่มีในระบบ
favorite	เฟเวอริต	
fax	แฟกซ์	
federal	เฟเดอรัล	ยังไม่มีในระบบ
feedback	ฟีดแบก	ฟีดแบ็ก
feeling	ฟีลลิง	
ferry	เฟอร์รี	
festival	เฟสติวัล	
fever	ฟีเวอร์	
fiber	ไฟเบอร์	
fiberglass	ไฟเบอร์กลาส	
field	ฟิลด์	
fight	ไฟต์	
file	ไฟล์	ยังไม่มีในระบบ
film	ฟิล์ม	
filter	ฟิลเตอร์	
final	ไฟนัล	ยังไม่มีในระบบ
finale	ฟินาเล	ยังไม่มีในระบบ
finance	ไฟแนนซ์	
finish	ฟินิช	
firm	เฟิร์ม	ยังไม่มีในระบบ
first	เฟิสต์	
fit	ฟิต	
fitness	ฟิตเนส	
fix	ฟิกซ์	
flash	แฟลซ	
flashback	แฟลชแบก	ยังไม่มีในระบบ
flat	แฟลต	
flavour	เฟลเวอร์	ยังไม่มีในระบบ
flax	แฟลกซ์	
fleet	ฟลีต	
flight	ไฟลต์	
floor	ฟลอร์	
flow	โฟลว์	
flowchart	โฟลว์ชาร์ต	ยังไม่มีในระบบ
flower	ฟลาวเวอร์	
fluke	ฟลูก	ยังไม่มีในระบบ
flush	ฟลัช	
flute	ฟลูต	
foam	โฟม	
focus	โฟกัส	
foil	ฟอยล์	
folk	โฟล์ก	
font	ฟอนต์	
food center	ฟูดเซนเตอร์	ยังไม่มีในระบบ
food court	ฟูดคอร์ต	ยังไม่มีในระบบ
foot	ฟุต	
footwork	ฟุตเวิร์ก	
foreman	ฟอร์แมน	
forest	ฟอเรสต์	
form	ฟอร์ม	
format	ฟอร์แมต	ยังไม่มีในระบบ
formula	ฟอร์มิวลา	ยังไม่มีในระบบ
fortune	ฟอร์จูน	
fossil	ฟอสซิล	
foul	ฟาวล์	ยังไม่มีในระบบ
foundation	เฟาน์เดชัน	
fox trot	ฟอกซ์ทรอต	
frame	เฟรม	ยังไม่มีในระบบ
franc	แฟรงก์	ยังไม่มีในระบบ
franchise	แฟรนไชส์	
francium	แฟรนเซียม	
free	ฟรี	
freelance	ฟรีแลนซ์	ยังไม่มีในระบบ
freestyle	ฟรีสไตล์	ยังไม่มีในระบบ
freeze	ฟรีซ	
fresh	เฟรช	
friendly	เฟรนด์ลี	ยังไม่มีในระบบ
friendship	เฟรนด์ชิป	
full	ฟุล	ยังไม่มีในระบบ
full time	ฟุลไทม์	ยังไม่มีในระบบ
function	ฟังก์ชัน	ยังไม่มีในระบบ
furniture	เฟอร์นิเจอร์	เฟอร์นิเชอร์
fuse	ฟิวส์	
fusion	ฟิวชัน	
future	ฟิวเชอร์	
gala	กาลา	
galactose	กาแล็กโทส	
galaxy	กาแล็กซี	
gallery	แกลเลอรี	
gallon	แกลลอน	
game	เกม	
game show	เกมโชว์	
gamma	แกมมา	
gang	แก๊ง	
gap	แก๊ป	กัป
garment	การ์เมนต์	
garter	การ์เตอร์	
gas	แก๊ส	ยังไม่มีในระบบ
gasohol	แกโซฮอล	ยังไม่มีในระบบ
gate	เกต	ยังไม่มีในระบบ
gateway	เกตเวย์	ยังไม่มีในระบบ
gauge	เกจ	
gauze	ก๊อซ	
gay	เกย์	
gear	เกียร์	
gel	เจล	ยังไม่มีในระบบ
gene	จีน	ยังไม่มีในระบบ
general	เจเนอรัล	ยังไม่มีในระบบ
generation	เจเนอเรชัน	
genius	จีเนียส	ยังไม่มีในระบบ
gentleman	เจนเทิลแมน	ยังไม่มีในระบบ
georgette	จอร์เจต	
germ	เจิร์ม	ยังไม่มีในระบบ
get	เก็ต	ยังไม่มีในระบบ
ghost	โกสต์	ยังไม่มีในระบบ
gift	กิฟต์	
gift set	กิฟต์เซต	
gift shop	กิฟต์ชอป	
gipsy / gypsy	ยิปซี	
giraffe	ยีราฟ	
glass	กลาส	
global	โกลบัล	
gloss	กลอส	
glucose	กลูโคส	
glue	กลู	
goal	โกล	
golf	กอล์ฟ	
good	กู๊ด	ยังไม่มีในระบบ
google	กูเกิล	ยังไม่มีในระบบ
gossip	กอสซิป	
gothic	กอทิก	
gout	เกาต์	
government	กัฟเวิร์นเมนต์	ยังไม่มีในระบบ
gown	กาวน์	
grade	เกรด	ยังไม่มีในระบบ
gradient	เกรเดียนต์	ยังไม่มีในระบบ
grain	เกรน	
grammar	แกรมมาร์	ยังไม่มีในระบบ
gramme	กรัม	
grand	แกรนด์	
grandslam	แกรนด์สแลม	
granite	แกรนิต	
graph	กราฟ	
graphic	กราฟิก	
graphic design	กราฟิกดีไซน์	ยังไม่มีในระบบ
greenhouse	กรีนเฮาส์	ยังไม่มีในระบบ
greenhouse effect	กรีนเฮาส์เอฟเฟกต์	ยังไม่มีในระบบ
grey	เกรย์	ยังไม่มีในระบบ
grid	กริด	ยังไม่มีในระบบ
grill	กริล	ยังไม่มีในระบบ
ground	กราวนด์	
group	กรุป	ยังไม่มีในระบบ
guaranty	การันตี	ยังไม่มีในระบบ
guard	การ์ด	
guest	เกสต์	ยังไม่มีในระบบ
guest house	เกสต์เฮาส์	
guide	ไกด์	
guidebook	ไกด์บุ๊ก	ยังไม่มีในระบบ
guideline	ไกด์ไลน์	ยังไม่มีในระบบ
guitar	กีตาร์	
gulf	กัลฟ์	ยังไม่มีในระบบ
guru	กูรู	ยังไม่มีในระบบ
gym	จิม	ยังไม่มีในระบบ
gymnasium	จิมเนเซียม	
gymnastic	ยิมนาสติก	
gypsum	ยิปซัม	
hack	แฮ็ก	ยังไม่มีในระบบ
hacker	แฮ็กเกอร์	ยังไม่มีในระบบ
hall	ฮอล	ยังไม่มีในระบบ
